game_id,season,game,opp_id,opp_name,conference,division,city,state,talons_score,opp_score,home_away,margin,win_loss,games_above_500,record,percentage
cht_2036_1,2036,1,HOU,Rockets,Western,Southwest,Houston,Texas,119,96,A,23,win,1,1 W 0 L,1.0
cht_2036_2,2036,2,KCK,Knights,Western,Northwest,Charlotte,North Carolina,127,96,H,31,win,2,2 W 0 L,1.0
cht_2036_3,2036,3,NAS,Stars,Eastern,Central,Nashville,Tennessee,120,72,A,48,win,3,3 W 0 L,1.0
cht_2036_4,2036,4,GSW,Warriors,Western,Pacific,Charlotte,North Carolina,127,120,H,7,win,4,4 W 0 L,1.0
cht_2036_5,2036,5,PHX,Suns,Western,Pacific,Phoenix,Arizona,99,93,A,6,win,5,5 W 0 L,1.0
cht_2036_6,2036,6,ORL,Magic,Eastern,Southeast,Charlotte,North Carolina,103,107,H,-4,loss,4,5 W 1 L,0.833
cht_2036_7,2036,7,UTA,Jazz,Western,Pacific,Charlotte,North Carolina,94,96,H,-2,loss,3,5 W 2 L,0.714
cht_2036_8,2036,8,BOS,Celtics,Eastern,Atlantic,Charlotte,North Carolina,118,105,H,13,win,4,6 W 2 L,0.75
cht_2036_9,2036,9,NYK,Knicks,Eastern,Atlantic,Charlotte,North Carolina,112,81,H,31,win,5,7 W 2 L,0.778
cht_2036_10,2036,10,ATL,Hawks,Eastern,Southeast,Atlanta,Georgia,99,96,A,3,win,6,8 W 2 L,0.8
cht_2036_11,2036,11,CHI,Bulls,Eastern,Central,Chicago,Illinois,94,87,A,7,win,7,9 W 2 L,0.818
cht_2036_12,2036,12,DEN,Nuggets,Western,Northwest,Denver,Colorado,130,100,A,30,win,8,10 W 2 L,0.833
cht_2036_13,2036,13,PHX,Suns,Western,Pacific,Charlotte,North Carolina,109,94,H,15,win,9,11 W 2 L,0.846
cht_2036_14,2036,14,LAC,Clippers,Western,Pacific,Los Angeles,California,101,78,A,23,win,10,12 W 2 L,0.857
cht_2036_15,2036,15,DAL,Mavericks,Western,Southwest,Charlotte,North Carolina,108,76,H,32,win,11,13 W 2 L,0.867
cht_2036_16,2036,16,NAS,Stars,Eastern,Central,Charlotte,North Carolina,128,108,H,20,win,12,14 W 2 L,0.875
cht_2036_17,2036,17,BKN,Nets,Eastern,Atlantic,Brooklyn,New York,100,70,A,30,win,13,15 W 2 L,0.882
cht_2036_18,2036,18,ATL,Hawks,Eastern,Southeast,Charlotte,North Carolina,98,110,H,-12,loss,12,15 W 3 L,0.833
cht_2036_19,2036,19,ATL,Hawks,Eastern,Southeast,Atlanta,Georgia,106,87,A,19,win,13,16 W 3 L,0.842
cht_2036_20,2036,20,MIL,Bucks,Western,Northwest,Milwaukee,Wisconsin,121,106,A,15,win,14,17 W 3 L,0.85
cht_2036_21,2036,21,MIN,Timberwolves,Western,Northwest,Charlotte,North Carolina,100,125,H,-25,loss,13,17 W 4 L,0.81
cht_2036_22,2036,22,VIR,Storm,Eastern,Southeast,Richmond,Virginia,117,98,A,19,win,14,18 W 4 L,0.818
cht_2036_23,2036,23,MIA,Heat,Eastern,Southeast,Charlotte,North Carolina,97,96,H,1,win,15,19 W 4 L,0.826
cht_2036_24,2036,24,CHA,Hornets,Eastern,Southeast,Charlotte,North Carolina,103,98,A,5,win,16,20 W 4 L,0.833
cht_2036_25,2036,25,PHI,76ers,Eastern,Atlantic,Charlotte,North Carolina,139,105,H,34,win,17,21 W 4 L,0.84
cht_2036_26,2036,26,LAL,Lakers,Western,Pacific,Charlotte,North Carolina,111,95,H,16,win,18,22 W 4 L,0.846
cht_2036_27,2036,27,KCK,Knights,Western,Northwest,Kansas City,Missouri,94,125,A,-31,loss,17,22 W 5 L,0.815
cht_2036_28,2036,28,IND,Pacers,Eastern,Central,Indianapolis,Indiana,119,127,A,-8,loss,16,22 W 6 L,0.786
cht_2036_29,2036,29,CHA,Hornets,Eastern,Southeast,Charlotte,North Carolina,112,101,H,11,win,17,23 W 6 L,0.793
cht_2036_30,2036,30,WAS,Wizards,Eastern,Southeast,Charlotte,North Carolina,106,96,H,10,win,18,24 W 6 L,0.8
cht_2036_31,2036,31,DET,Pistons,Eastern,Central,Charlotte,North Carolina,91,121,H,-30,loss,17,24 W 7 L,0.774
cht_2036_32,2036,32,STL,Sound,Western,Northwest,St. Louis,Missouri,98,95,A,3,win,18,25 W 7 L,0.781
cht_2036_33,2036,33,CLE,Cavaliers,Eastern,Central,Charlotte,North Carolina,130,95,H,35,win,19,26 W 7 L,0.788
cht_2036_34,2036,34,VIR,Storm,Eastern,Southeast,Charlotte,North Carolina,112,83,H,29,win,20,27 W 7 L,0.794
cht_2036_35,2036,35,SAC,Kings,Western,Pacific,Sacramento,California,111,115,A,-4,loss,19,27 W 8 L,0.771
cht_2036_36,2036,36,WAS,Wizards,Eastern,Southeast,Washington,District of Columbia,113,110,A,3,win,20,28 W 8 L,0.778
cht_2036_37,2036,37,MIA,Heat,Eastern,Southeast,Charlotte,North Carolina,98,85,H,13,win,21,29 W 8 L,0.784
cht_2036_38,2036,38,SAS,Spurs,Western,Southwest,San Antonio,Texas,96,106,A,-10,loss,20,29 W 9 L,0.763
cht_2036_39,2036,39,POR,Blazers,Western,Northwest,Portland,Oregon,101,94,A,7,win,21,30 W 9 L,0.769
cht_2036_40,2036,40,CLE,Cavaliers,Eastern,Central,Cleveland,Ohio,112,83,A,29,win,22,31 W 9 L,0.775
cht_2036_41,2036,41,LAL,Lakers,Western,Pacific,Los Angeles,California,93,101,A,-8,loss,21,31 W 10 L,0.756
cht_2036_42,2036,42,BKN,Nets,Eastern,Atlantic,Charlotte,North Carolina,81,86,H,-5,loss,20,31 W 11 L,0.738
cht_2036_43,2036,43,MIA,Heat,Eastern,Southeast,Miami,Florida,122,102,A,20,win,21,32 W 11 L,0.744
cht_2036_44,2036,44,ATL,Hawks,Eastern,Southeast,Charlotte,North Carolina,105,102,H,3,win,22,33 W 11 L,0.75
cht_2036_45,2036,45,SAC,Kings,Western,Pacific,Charlotte,North Carolina,111,91,H,20,win,23,34 W 11 L,0.756
cht_2036_46,2036,46,CHA,Hornets,Eastern,Southeast,Charlotte,North Carolina,101,106,A,-5,loss,22,34 W 12 L,0.739
cht_2036_47,2036,47,VIR,Storm,Eastern,Southeast,Richmond,Virginia,128,113,A,15,win,23,35 W 12 L,0.745
cht_2036_48,2036,48,MIA,Heat,Eastern,Southeast,Miami,Florida,117,105,A,12,win,24,36 W 12 L,0.75
cht_2036_49,2036,49,SAS,Spurs,Western,Southwest,Charlotte,North Carolina,94,92,H,2,win,25,37 W 12 L,0.755
cht_2036_50,2036,50,IND,Pacers,Eastern,Central,Charlotte,North Carolina,116,104,H,12,win,26,38 W 12 L,0.76
cht_2036_51,2036,51,CLE,Cavaliers,Eastern,Central,Cleveland,Ohio,98,100,A,-2,loss,25,38 W 13 L,0.745
cht_2036_52,2036,52,POR,Blazers,Western,Northwest,Charlotte,North Carolina,99,107,H,-8,loss,24,38 W 14 L,0.731
cht_2036_53,2036,53,NOLA,Pelicans,Western,Southwest,New Orleans,Louisiana,96,101,A,-5,loss,23,38 W 15 L,0.717
cht_2036_54,2036,54,BAL,Barons,Eastern,Atlantic,Baltimore,Maryland,120,91,A,29,win,24,39 W 15 L,0.722
cht_2036_55,2036,55,BOS,Celtics,Eastern,Atlantic,Boston,Massachusetts,120,84,A,36,win,25,40 W 15 L,0.727
cht_2036_56,2036,56,BAL,Barons,Eastern,Atlantic,Charlotte,North Carolina,128,70,H,58,win,26,41 W 15 L,0.732
cht_2036_57,2036,57,VIR,Storm,Eastern,Southeast,Charlotte,North Carolina,103,80,H,23,win,27,42 W 15 L,0.737
cht_2036_58,2036,58,OKC,Thunder,Western,Southwest,Oklahoma City,Oklahoma,127,120,A,7,win,28,43 W 15 L,0.741
cht_2036_59,2036,59,NYK,Knicks,Eastern,Atlantic,New York City,New York,139,115,A,24,win,29,44 W 15 L,0.746
cht_2036_60,2036,60,MEM,Grizzlies,Western,Southwest,Charlotte,North Carolina,91,89,H,2,win,30,45 W 15 L,0.75
cht_2036_61,2036,61,MEM,Grizzlies,Western,Southwest,Memphis,Tennessee,127,102,A,25,win,31,46 W 15 L,0.754
cht_2036_62,2036,62,NOLA,Pelicans,Western,Southwest,Charlotte,North Carolina,109,77,H,32,win,32,47 W 15 L,0.758
cht_2036_63,2036,63,BOS,Celtics,Eastern,Atlantic,Charlotte,North Carolina,138,101,H,37,win,33,48 W 15 L,0.762
cht_2036_64,2036,64,ORL,Magic,Eastern,Southeast,Charlotte,North Carolina,101,100,H,1,win,34,49 W 15 L,0.766
cht_2036_65,2036,65,DEN,Nuggets,Western,Northwest,Charlotte,North Carolina,139,100,H,39,win,35,50 W 15 L,0.769
cht_2036_66,2036,66,STL,Sound,Western,Northwest,Charlotte,North Carolina,119,96,H,23,win,36,51 W 15 L,0.773
cht_2036_67,2036,67,TOR,Raptors,Eastern,Atlantic,Charlotte,North Carolina,115,102,H,13,win,37,52 W 15 L,0.776
cht_2036_68,2036,68,TOR,Raptors,Eastern,Atlantic,Toronto,Canada,90,84,A,6,win,38,53 W 15 L,0.779
cht_2036_69,2036,69,HOU,Rockets,Western,Southwest,Charlotte,North Carolina,95,90,H,5,win,39,54 W 15 L,0.783
cht_2036_70,2036,70,ORL,Magic,Eastern,Southeast,Orlando,Florida,101,94,A,7,win,40,55 W 15 L,0.786
cht_2036_71,2036,71,UTA,Jazz,Western,Pacific,Salt Lake City,Utah,103,131,A,-28,loss,39,55 W 16 L,0.775
cht_2036_72,2036,72,PHI,76ers,Eastern,Atlantic,Philadelphia,Pennsylvania,103,141,A,-38,loss,38,55 W 17 L,0.764
cht_2036_73,2036,73,GSW,Warriors,Western,Pacific,San Francisco,California,100,124,A,-24,loss,37,55 W 18 L,0.753
cht_2036_74,2036,74,DAL,Mavericks,Western,Southwest,Dallas,Texas,92,113,A,-21,loss,36,55 W 19 L,0.743
