game_id,season,game,opp_id,opp_name,conference,division,city,state,talons_score,opp_score,home_away,margin,win_loss,games_above_500,record,percentage
cht_2041_1,2041,1,BOS,Celtics,Eastern,Atlantic,Boston,Massachusetts,148,102,A,46,win,1,1 W 0 L,1.0
cht_2041_2,2041,2,SAS,Spurs,Western,Southwest,Charlotte,North Carolina,134,142,H,-8,loss,0,1 W 1 L,0.5
cht_2041_3,2041,3,PHI,76ers,Eastern,Atlantic,Charlotte,North Carolina,129,119,H,10,win,1,2 W 1 L,0.667
cht_2041_4,2041,4,CHA,Hornets,Eastern,Southeast,Charlotte,North Carolina,125,138,A,-13,loss,0,2 W 2 L,0.5
cht_2041_5,2041,5,MIA,Heat,Eastern,Southeast,Charlotte,North Carolina,123,131,H,-8,loss,0,2 W 3 L,0.4
cht_2041_6,2041,6,CLE,Cavaliers,Eastern,Central,Charlotte,North Carolina,138,141,H,-3,loss,0,2 W 4 L,0.333
cht_2041_7,2041,7,HOU,Rockets,Western,Southwest,Charlotte,North Carolina,125,112,H,13,win,0,3 W 4 L,0.429
cht_2041_8,2041,8,POR,Blazers,Western,Northwest,Portland,Oregon,144,111,A,33,win,0,4 W 4 L,0.5
cht_2041_9,2041,9,WAS,Wizards,Eastern,Southeast,Charlotte,North Carolina,134,116,H,18,win,1,5 W 4 L,0.556
cht_2041_10,2041,10,LAL,Lakers,Western,Pacific,Los Angeles,California,141,126,A,15,win,2,6 W 4 L,0.6
cht_2041_11,2041,11,NOLA,Pelicans,Western,Southwest,New Orleans,Louisiana,121,102,A,19,win,3,7 W 4 L,0.636
cht_2041_12,2041,12,NYK,Knicks,Eastern,Atlantic,New York City,New York,154,105,A,49,win,4,8 W 4 L,0.667
cht_2041_13,2041,13,LAL,Lakers,Western,Pacific,Charlotte,North Carolina,142,109,H,33,win,5,9 W 4 L,0.692
cht_2041_14,2041,14,OKC,Thunder,Western,Southwest,Charlotte,North Carolina,123,119,H,4,win,6,10 W 4 L,0.714
cht_2041_15,2041,15,PHI,76ers,Eastern,Atlantic,Philadelphia,Pennsylvania,142,120,A,22,win,7,11 W 4 L,0.733
cht_2041_16,2041,16,UTA,Jazz,Western,Pacific,Charlotte,North Carolina,144,113,H,31,win,8,12 W 4 L,0.75
cht_2041_17,2041,17,CLE,Cavaliers,Eastern,Central,Charlotte,North Carolina,131,108,H,23,win,9,13 W 4 L,0.765
cht_2041_18,2041,18,MIA,Heat,Eastern,Southeast,Miami,Florida,117,123,A,-6,loss,8,13 W 5 L,0.722
cht_2041_19,2041,19,DET,Pistons,Eastern,Central,Charlotte,North Carolina,120,102,H,18,win,9,14 W 5 L,0.737
cht_2041_20,2041,20,VIR,Storm,Eastern,Southeast,Richmond,Virginia,118,145,A,-27,loss,8,14 W 6 L,0.7
cht_2041_21,2041,21,ORL,Magic,Eastern,Southeast,Orlando,Florida,157,134,A,23,win,9,15 W 6 L,0.714
cht_2041_22,2041,22,BOS,Celtics,Eastern,Atlantic,Charlotte,North Carolina,140,106,H,34,win,10,16 W 6 L,0.727
cht_2041_23,2041,23,WAS,Wizards,Eastern,Southeast,Washington,District of Columbia,145,137,A,8,win,11,17 W 6 L,0.739
cht_2041_24,2041,24,MEM,Grizzlies,Western,Southwest,Charlotte,North Carolina,156,145,H,11,win,12,18 W 6 L,0.75
cht_2041_25,2041,25,BKN,Nets,Eastern,Atlantic,Charlotte,North Carolina,125,120,H,5,win,13,19 W 6 L,0.76
cht_2041_26,2041,26,DEN,Nuggets,Western,Northwest,Charlotte,North Carolina,146,119,H,27,win,14,20 W 6 L,0.769
cht_2041_27,2041,27,KCK,Knights,Western,Northwest,Charlotte,North Carolina,133,142,H,-9,loss,13,20 W 7 L,0.741
cht_2041_28,2041,28,GSW,Warriors,Western,Pacific,San Francisco,California,149,119,A,30,win,14,21 W 7 L,0.75
cht_2041_29,2041,29,BAL,Barons,Eastern,Atlantic,Charlotte,North Carolina,115,134,H,-19,loss,13,21 W 8 L,0.724
cht_2041_30,2041,30,TOR,Raptors,Eastern,Atlantic,Toronto,Canada,158,95,A,63,win,14,22 W 8 L,0.733
cht_2041_31,2041,31,SAC,Kings,Western,Pacific,Sacramento,California,135,103,A,32,win,15,23 W 8 L,0.742
cht_2041_32,2041,32,CHA,Hornets,Eastern,Southeast,Charlotte,North Carolina,131,112,H,19,win,16,24 W 8 L,0.75
cht_2041_33,2041,33,NAS,Stars,Eastern,Central,Nashville,Tennessee,124,112,A,12,win,17,25 W 8 L,0.758
cht_2041_34,2041,34,BAL,Barons,Eastern,Atlantic,Baltimore,Maryland,124,132,A,-8,loss,16,25 W 9 L,0.735
cht_2041_35,2041,35,NYK,Knicks,Eastern,Atlantic,Charlotte,North Carolina,136,94,H,42,win,17,26 W 9 L,0.743
cht_2041_36,2041,36,BOS,Celtics,Eastern,Atlantic,Boston,Massachusetts,157,140,A,17,win,18,27 W 9 L,0.75
cht_2041_37,2041,37,DEN,Nuggets,Western,Northwest,Denver,Colorado,133,124,A,9,win,19,28 W 9 L,0.757
cht_2041_38,2041,38,POR,Blazers,Western,Northwest,Charlotte,North Carolina,123,114,H,9,win,20,29 W 9 L,0.763
cht_2041_39,2041,39,IND,Pacers,Eastern,Central,Indianapolis,Indiana,114,113,A,1,win,21,30 W 9 L,0.769
cht_2041_40,2041,40,SAS,Spurs,Western,Southwest,San Antonio,Texas,120,91,A,29,win,22,31 W 9 L,0.775
cht_2041_41,2041,41,MIN,Timberwolves,Western,Northwest,Charlotte,North Carolina,143,107,H,36,win,23,32 W 9 L,0.78
cht_2041_42,2041,42,IND,Pacers,Eastern,Central,Charlotte,North Carolina,146,119,H,27,win,24,33 W 9 L,0.786
cht_2041_43,2041,43,BAL,Barons,Eastern,Atlantic,Baltimore,Maryland,144,92,A,52,win,25,34 W 9 L,0.791
cht_2041_44,2041,44,KCK,Knights,Western,Northwest,Kansas City,Missouri,125,110,A,15,win,26,35 W 9 L,0.795
cht_2041_45,2041,45,NOLA,Pelicans,Western,Southwest,Charlotte,North Carolina,144,133,H,11,win,27,36 W 9 L,0.8
cht_2041_46,2041,46,NYK,Knicks,Eastern,Atlantic,New York City,New York,133,141,A,-8,loss,26,36 W 10 L,0.783
cht_2041_47,2041,47,SAC,Kings,Western,Pacific,Charlotte,North Carolina,103,106,H,-3,loss,25,36 W 11 L,0.766
cht_2041_48,2041,48,LAC,Clippers,Western,Pacific,Los Angeles,California,109,117,A,-8,loss,24,36 W 12 L,0.75
cht_2041_49,2041,49,PHI,76ers,Eastern,Atlantic,Charlotte,North Carolina,165,122,H,43,win,25,37 W 12 L,0.755
cht_2041_50,2041,50,BKN,Nets,Eastern,Atlantic,Brooklyn,New York,125,104,A,21,win,26,38 W 12 L,0.76
cht_2041_51,2041,51,STL,Sound,Western,Northwest,Charlotte,North Carolina,171,133,H,38,win,27,39 W 12 L,0.765
cht_2041_52,2041,52,HOU,Rockets,Western,Southwest,Houston,Texas,121,124,A,-3,loss,26,39 W 13 L,0.75
cht_2041_53,2041,53,OKC,Thunder,Western,Southwest,Oklahoma City,Oklahoma,153,124,A,29,win,27,40 W 13 L,0.755
cht_2041_54,2041,54,DAL,Mavericks,Western,Southwest,Charlotte,North Carolina,147,110,H,37,win,28,41 W 13 L,0.759
cht_2041_55,2041,55,BKN,Nets,Eastern,Atlantic,Charlotte,North Carolina,122,112,H,10,win,29,42 W 13 L,0.764
cht_2041_56,2041,56,GSW,Warriors,Western,Pacific,Charlotte,North Carolina,128,116,H,12,win,30,43 W 13 L,0.768
cht_2041_57,2041,57,BAL,Barons,Eastern,Atlantic,Charlotte,North Carolina,144,152,H,-8,loss,29,43 W 14 L,0.754
cht_2041_58,2041,58,ATL,Hawks,Eastern,Southeast,Atlanta,Georgia,132,143,A,-11,loss,28,43 W 15 L,0.741
cht_2041_59,2041,59,MIL,Bucks,Western,Northwest,Milwaukee,Wisconsin,124,123,A,1,win,29,44 W 15 L,0.746
cht_2041_60,2041,60,MIN,Timberwolves,Western,Northwest,Minnenapolis,Minnesota,145,92,A,53,win,30,45 W 15 L,0.75
cht_2041_61,2041,61,ATL,Hawks,Eastern,Southeast,Charlotte,North Carolina,132,118,H,14,win,31,46 W 15 L,0.754
cht_2041_62,2041,62,NAS,Stars,Eastern,Central,Charlotte,North Carolina,143,119,H,24,win,32,47 W 15 L,0.758
cht_2041_63,2041,63,DET,Pistons,Eastern,Central,Detroit,Michigan,104,119,A,-15,loss,31,47 W 16 L,0.746
cht_2041_64,2041,64,MIL,Bucks,Western,Northwest,Charlotte,North Carolina,114,136,H,-22,loss,30,47 W 17 L,0.734
cht_2041_65,2041,65,MEM,Grizzlies,Western,Southwest,Memphis,Tennessee,141,114,A,27,win,31,48 W 17 L,0.738
cht_2041_66,2041,66,PHI,76ers,Eastern,Atlantic,Philadelphia,Pennsylvania,137,118,A,19,win,32,49 W 17 L,0.742
cht_2041_67,2041,67,VIR,Storm,Eastern,Southeast,Charlotte,North Carolina,121,116,H,5,win,33,50 W 17 L,0.746
cht_2041_68,2041,68,VIR,Storm,Eastern,Southeast,Richmond,Virginia,118,109,A,9,win,34,51 W 17 L,0.75
cht_2041_69,2041,69,BOS,Celtics,Eastern,Atlantic,Charlotte,North Carolina,120,130,H,-10,loss,33,51 W 18 L,0.739
cht_2041_70,2041,70,PHX,Suns,Western,Pacific,Charlotte,North Carolina,157,119,H,38,win,34,52 W 18 L,0.743
cht_2041_71,2041,71,CHI,Bulls,Eastern,Central,Chicago,Illinois,139,112,A,27,win,35,53 W 18 L,0.746
cht_2041_72,2041,72,BKN,Nets,Eastern,Atlantic,Brooklyn,New York,135,116,A,19,win,36,54 W 18 L,0.75
cht_2041_73,2041,73,NYK,Knicks,Eastern,Atlantic,Charlotte,North Carolina,138,104,H,34,win,37,55 W 18 L,0.753
cht_2041_74,2041,74,CLE,Cavaliers,Eastern,Central,Cleveland,Ohio,167,117,A,50,win,38,56 W 18 L,0.757
cht_2041_75,2041,75,DAL,Mavericks,Western,Southwest,Dallas,Texas,159,115,A,44,win,39,57 W 18 L,0.76
cht_2041_76,2041,76,CHI,Bulls,Eastern,Central,Charlotte,North Carolina,144,127,H,17,win,40,58 W 18 L,0.763
cht_2041_77,2041,77,LAC,Clippers,Western,Pacific,Charlotte,North Carolina,117,124,H,-7,loss,39,58 W 19 L,0.753
cht_2041_78,2041,78,STL,Sound,Western,Northwest,St. Louis,Missouri,112,97,A,15,win,40,59 W 19 L,0.756
cht_2041_79,2041,79,PHX,Suns,Western,Pacific,Phoenix,Arizona,151,145,A,6,win,41,60 W 19 L,0.759
cht_2041_80,2041,80,ORL,Magic,Eastern,Southeast,Charlotte,North Carolina,147,98,H,49,win,42,61 W 19 L,0.762
cht_2041_81,2041,81,UTA,Jazz,Western,Pacific,Salt Lake City,Utah,128,130,A,-2,loss,41,61 W 20 L,0.753
cht_2041_82,2041,82,TOR,Raptors,Eastern,Atlantic,Charlotte,North Carolina,117,95,H,22,win,42,62 W 20 L,0.756
