game_id,season,game,opp_id,opp_name,home_away,team_score,opp_score,conference,division,city,state,margin,win_loss,games_above_500,record,percentage
nas_2022_1,2022,1,DAL,Mavericks,H,122,114,Western,Southwest,Nashville,Tennessee,8,win,1,1 W 0 L,1.0
nas_2022_2,2022,2,LOU,Liberty,A,138,119,Eastern,Central,Louisville,Kentucky,19,win,2,2 W 0 L,1.0
nas_2022_3,2022,3,MIL,Bucks,H,101,96,Western,Northwest,Nashville,Tennessee,5,win,3,3 W 0 L,1.0
nas_2022_4,2022,4,HOU,Rockets,A,130,101,Western,Southwest,Houston,Texas,29,win,4,4 W 0 L,1.0
nas_2022_5,2022,5,BAL,Barons,A,107,117,Eastern,Atlantic,Baltimore,Maryland,-10,loss,3,4 W 1 L,0.8
nas_2022_6,2022,6,GSW,Warriors,H,121,108,Western,Pacific,Nashville,Tennessee,13,win,4,5 W 1 L,0.833
nas_2022_7,2022,7,CHI,Bulls,H,128,94,Eastern,Central,Nashville,Tennessee,34,win,5,6 W 1 L,0.857
nas_2022_8,2022,8,IND,Pacers,A,114,94,Eastern,Central,Indianapolis,Indiana,20,win,6,7 W 1 L,0.875
nas_2022_9,2022,9,NOLA,Pelicans,H,117,108,Western,Southwest,Nashville,Tennessee,9,win,7,8 W 1 L,0.889
nas_2022_10,2022,10,VCR,Ravens,H,122,116,Western,Northwest,Nashville,Tennessee,6,win,8,9 W 1 L,0.9
nas_2022_11,2022,11,TOR,Raptors,A,124,108,Eastern,Atlantic,Toronto,Canada,16,win,9,10 W 1 L,0.909
nas_2022_12,2022,12,LOU,Liberty,H,105,98,Eastern,Central,Nashville,Tennessee,7,win,10,11 W 1 L,0.917
nas_2022_13,2022,13,CHA,Hornets,A,118,111,Eastern,Southeast,Charlotte,North Carolina,7,win,11,12 W 1 L,0.923
nas_2022_14,2022,14,ORL,Magic,H,121,105,Eastern,Southeast,Nashville,Tennessee,16,win,12,13 W 1 L,0.929
nas_2022_15,2022,15,GSW,Warriors,A,100,117,Western,Pacific,San Francisco,California,-17,loss,11,13 W 2 L,0.867
nas_2022_16,2022,16,ORL,Magic,H,142,109,Eastern,Southeast,Nashville,Tennessee,33,win,12,14 W 2 L,0.875
nas_2022_17,2022,17,CLE,Cavaliers,H,122,125,Eastern,Central,Nashville,Tennessee,-3,loss,11,14 W 3 L,0.824
nas_2022_18,2022,18,CLE,Cavaliers,A,94,104,Eastern,Central,Cleveland,Ohio,-10,loss,10,14 W 4 L,0.778
nas_2022_19,2022,19,UTA,Jazz,H,118,102,Western,Pacific,Nashville,Tennessee,16,win,11,15 W 4 L,0.789
nas_2022_20,2022,20,MIN,Timberwolves,H,119,132,Western,Northwest,Nashville,Tennessee,-13,loss,10,15 W 5 L,0.75
nas_2022_21,2022,21,MIA,Heat,A,83,111,Eastern,Southeast,Miami,Florida,-28,loss,9,15 W 6 L,0.714
nas_2022_22,2022,22,MIL,Bucks,A,97,107,Western,Northwest,Milwaukee,Wisconsin,-10,loss,8,15 W 7 L,0.682
nas_2022_23,2022,23,LOU,Liberty,A,116,90,Eastern,Central,Louisville,Kentucky,26,win,9,16 W 7 L,0.696
