game_id,season,game,opp_id,opp_name,home_away,team_score,opp_score,conference,division,city,state,margin,win_loss,games_above_500,record,percentage
nas_2023_1,2023,1,IND,Pacers,H,110,105,Eastern,Central,Nashville,Tennessee,5,win,1,1 W 0 L,1.0
nas_2023_2,2023,2,MIN,Timberwolves,A,115,106,Western,Northwest,Minnenapolis,Minnesota,9,win,2,2 W 0 L,1.0
nas_2023_3,2023,3,DAL,Mavericks,A,117,113,Western,Southwest,Dallas,Texas,4,win,3,3 W 0 L,1.0
nas_2023_4,2023,4,VIR,Storm,H,125,100,Eastern,Southeast,Nashville,Tennessee,25,win,4,4 W 0 L,1.0
nas_2023_5,2023,5,PHI,76ers,A,110,111,Eastern,Atlantic,Philadelphia,Pennsylvania,-1,loss,3,4 W 1 L,0.8
nas_2023_6,2023,6,UTA,Jazz,H,114,107,Western,Pacific,Nashville,Tennessee,7,win,4,5 W 1 L,0.833
nas_2023_7,2023,7,NOLA,Pelicans,H,128,99,Western,Southwest,Nashville,Tennessee,29,win,5,6 W 1 L,0.857
nas_2023_8,2023,8,UTA,Jazz,A,110,101,Western,Pacific,Salt Lake City,Utah,9,win,6,7 W 1 L,0.875
nas_2023_9,2023,9,DET,Pistons,H,120,92,Eastern,Central,Nashville,Tennessee,28,win,7,8 W 1 L,0.889
nas_2023_10,2023,10,DEN,Nuggets,H,115,103,Western,Northwest,Nashville,Tennessee,12,win,8,9 W 1 L,0.9
nas_2023_11,2023,11,CHI,Bulls,H,142,90,Eastern,Central,Nashville,Tennessee,52,win,9,10 W 1 L,0.909
nas_2023_12,2023,12,BKN,Nets,A,116,106,Eastern,Atlantic,Brooklyn,New York,10,win,10,11 W 1 L,0.917
nas_2023_13,2023,13,VIR,Storm,A,121,116,Eastern,Southeast,Richmond,Virginia,5,win,11,12 W 1 L,0.923
nas_2023_14,2023,14,POR,Blazers,A,109,93,Western,Northwest,Portland,Oregon,16,win,12,13 W 1 L,0.929
