game_id,season,game,opp_id,opp_name,conference,division,city,state,talons_score,opp_score,home_away,margin,win_loss,games_above_500,record,percentage
cht_2037_1,2037,1,BKN,Nets,Eastern,Atlantic,Brooklyn,New York,105,112,A,-7,loss,0,0 W 1 L,0.0
cht_2037_2,2037,2,OKC,Thunder,Western,Southwest,Oklahoma City,Oklahoma,124,84,A,40,win,0,1 W 1 L,0.5
cht_2037_3,2037,3,NOLA,Pelicans,Western,Southwest,New Orleans,Louisiana,117,109,A,8,win,1,2 W 1 L,0.667
cht_2037_4,2037,4,CLE,Cavaliers,Eastern,Central,Charlotte,North Carolina,105,93,H,12,win,2,3 W 1 L,0.75
cht_2037_5,2037,5,WAS,Wizards,Eastern,Southeast,Washington,District of Columbia,98,103,A,-5,loss,1,3 W 2 L,0.6
cht_2037_6,2037,6,NYK,Knicks,Eastern,Atlantic,New York City,New York,82,89,A,-7,loss,0,3 W 3 L,0.5
cht_2037_7,2037,7,MIA,Heat,Eastern,Southeast,Miami,Florida,94,124,A,-30,loss,0,3 W 4 L,0.429
cht_2037_8,2037,8,WAS,Wizards,Eastern,Southeast,Charlotte,North Carolina,126,106,H,20,win,0,4 W 4 L,0.5
cht_2037_9,2037,9,BKN,Nets,Eastern,Atlantic,Charlotte,North Carolina,121,89,H,32,win,1,5 W 4 L,0.556
cht_2037_10,2037,10,PHX,Suns,Western,Pacific,Phoenix,Arizona,111,97,A,14,win,2,6 W 4 L,0.6
cht_2037_11,2037,11,NAS,Stars,Eastern,Central,Nashville,Tennessee,99,94,A,5,win,3,7 W 4 L,0.636
cht_2037_12,2037,12,NYK,Knicks,Eastern,Atlantic,Charlotte,North Carolina,108,94,H,14,win,4,8 W 4 L,0.667
cht_2037_13,2037,13,NYK,Knicks,Eastern,Atlantic,New York City,New York,102,96,A,6,win,5,9 W 4 L,0.692
cht_2037_14,2037,14,TOR,Raptors,Eastern,Atlantic,Toronto,Canada,105,93,A,12,win,6,10 W 4 L,0.714
cht_2037_15,2037,15,CHI,Bulls,Eastern,Central,Chicago,Illinois,97,88,A,9,win,7,11 W 4 L,0.733
cht_2037_16,2037,16,BKN,Nets,Eastern,Atlantic,Charlotte,North Carolina,116,95,H,21,win,8,12 W 4 L,0.75
cht_2037_17,2037,17,BAL,Barons,Eastern,Atlantic,Charlotte,North Carolina,123,96,H,27,win,9,13 W 4 L,0.765
cht_2037_18,2037,18,ATL,Hawks,Eastern,Southeast,Atlanta,Georgia,107,86,A,21,win,10,14 W 4 L,0.778
cht_2037_19,2037,19,BOS,Celtics,Eastern,Atlantic,Charlotte,North Carolina,106,81,H,25,win,11,15 W 4 L,0.789
cht_2037_20,2037,20,NOLA,Pelicans,Western,Southwest,Charlotte,North Carolina,107,89,H,18,win,12,16 W 4 L,0.8
cht_2037_21,2037,21,MIA,Heat,Eastern,Southeast,Charlotte,North Carolina,120,91,H,29,win,13,17 W 4 L,0.81
cht_2037_22,2037,22,TOR,Raptors,Eastern,Atlantic,Charlotte,North Carolina,113,110,H,3,win,14,18 W 4 L,0.818
cht_2037_23,2037,23,KCK,Knights,Western,Northwest,Kansas City,Missouri,106,112,A,-6,loss,13,18 W 5 L,0.783
cht_2037_24,2037,24,MIN,Timberwolves,Western,Northwest,Minnenapolis,Minnesota,141,87,A,54,win,14,19 W 5 L,0.792
cht_2037_25,2037,25,CHI,Bulls,Eastern,Central,Charlotte,North Carolina,113,89,H,24,win,15,20 W 5 L,0.8
cht_2037_26,2037,26,STL,Sound,Western,Northwest,St. Louis,Missouri,125,88,A,37,win,16,21 W 5 L,0.808
cht_2037_27,2037,27,PHI,76ers,Eastern,Atlantic,Philadelphia,Pennsylvania,89,71,A,18,win,17,22 W 5 L,0.815
cht_2037_28,2037,28,DEN,Nuggets,Western,Northwest,Charlotte,North Carolina,103,83,H,20,win,18,23 W 5 L,0.821
cht_2037_29,2037,29,LAL,Lakers,Western,Pacific,Los Angeles,California,115,109,A,6,win,19,24 W 5 L,0.828
cht_2037_30,2037,30,BOS,Celtics,Eastern,Atlantic,Charlotte,North Carolina,106,89,H,17,win,20,25 W 5 L,0.833
cht_2037_31,2037,31,UTA,Jazz,Western,Pacific,Charlotte,North Carolina,110,89,H,21,win,21,26 W 5 L,0.839
cht_2037_32,2037,32,MEM,Grizzlies,Western,Southwest,Memphis,Tennessee,120,111,A,9,win,22,27 W 5 L,0.844
cht_2037_33,2037,33,MIL,Bucks,Western,Northwest,Charlotte,North Carolina,106,102,H,4,win,23,28 W 5 L,0.848
cht_2037_34,2037,34,OKC,Thunder,Western,Southwest,Charlotte,North Carolina,107,97,H,10,win,24,29 W 5 L,0.853
cht_2037_35,2037,35,BAL,Barons,Eastern,Atlantic,Baltimore,Maryland,104,102,A,2,win,25,30 W 5 L,0.857
cht_2037_36,2037,36,ATL,Hawks,Eastern,Southeast,Charlotte,North Carolina,103,105,H,-2,loss,24,30 W 6 L,0.833
cht_2037_37,2037,37,NAS,Stars,Eastern,Central,Charlotte,North Carolina,107,96,H,11,win,25,31 W 6 L,0.838
cht_2037_38,2037,38,BOS,Celtics,Eastern,Atlantic,Boston,Massachusetts,130,104,A,26,win,26,32 W 6 L,0.842
cht_2037_39,2037,39,SAS,Spurs,Western,Southwest,Charlotte,North Carolina,120,110,H,10,win,27,33 W 6 L,0.846
cht_2037_40,2037,40,STL,Sound,Western,Northwest,Charlotte,North Carolina,106,81,H,25,win,28,34 W 6 L,0.85
cht_2037_41,2037,41,IND,Pacers,Eastern,Central,Indianapolis,Indiana,120,97,A,23,win,29,35 W 6 L,0.854
cht_2037_42,2037,42,CHA,Hornets,Eastern,Southeast,Charlotte,North Carolina,99,90,A,9,win,30,36 W 6 L,0.857
cht_2037_43,2037,43,KCK,Knights,Western,Northwest,Charlotte,North Carolina,105,103,H,2,win,31,37 W 6 L,0.86
cht_2037_44,2037,44,BKN,Nets,Eastern,Atlantic,Brooklyn,New York,105,94,A,11,win,32,38 W 6 L,0.864
cht_2037_45,2037,45,UTA,Jazz,Western,Pacific,Salt Lake City,Utah,106,108,A,-2,loss,31,38 W 7 L,0.844
cht_2037_46,2037,46,LAL,Lakers,Western,Pacific,Charlotte,North Carolina,120,93,H,27,win,32,39 W 7 L,0.848
cht_2037_47,2037,47,LAC,Clippers,Western,Pacific,Los Angeles,California,100,93,A,7,win,33,40 W 7 L,0.851
cht_2037_48,2037,48,DET,Pistons,Eastern,Central,Detroit,Michigan,113,93,A,20,win,34,41 W 7 L,0.854
cht_2037_49,2037,49,BAL,Barons,Eastern,Atlantic,Charlotte,North Carolina,95,83,H,12,win,35,42 W 7 L,0.857
cht_2037_50,2037,50,CLE,Cavaliers,Eastern,Central,Cleveland,Ohio,125,98,A,27,win,36,43 W 7 L,0.86
cht_2037_51,2037,51,PHI,76ers,Eastern,Atlantic,Charlotte,North Carolina,118,100,H,18,win,37,44 W 7 L,0.863
cht_2037_52,2037,52,CHA,Hornets,Eastern,Southeast,Charlotte,North Carolina,113,91,A,22,win,38,45 W 7 L,0.865
cht_2037_53,2037,53,CHA,Hornets,Eastern,Southeast,Charlotte,North Carolina,117,94,H,23,win,39,46 W 7 L,0.868
cht_2037_54,2037,54,HOU,Rockets,Western,Southwest,Charlotte,North Carolina,113,74,H,39,win,40,47 W 7 L,0.87
cht_2037_55,2037,55,PHI,76ers,Eastern,Atlantic,Philadelphia,Pennsylvania,111,97,A,14,win,41,48 W 7 L,0.873
cht_2037_56,2037,56,BAL,Barons,Eastern,Atlantic,Baltimore,Maryland,107,84,A,23,win,42,49 W 7 L,0.875
cht_2037_57,2037,57,BOS,Celtics,Eastern,Atlantic,Boston,Massachusetts,105,111,A,-6,loss,41,49 W 8 L,0.86
cht_2037_58,2037,58,HOU,Rockets,Western,Southwest,Houston,Texas,102,103,A,-1,loss,40,49 W 9 L,0.845
cht_2037_59,2037,59,SAS,Spurs,Western,Southwest,San Antonio,Texas,90,108,A,-18,loss,39,49 W 10 L,0.831
cht_2037_60,2037,60,LAC,Clippers,Western,Pacific,Charlotte,North Carolina,113,75,H,38,win,40,50 W 10 L,0.833
cht_2037_61,2037,61,VIR,Storm,Eastern,Southeast,Charlotte,North Carolina,81,96,H,-15,loss,39,50 W 11 L,0.82
cht_2037_62,2037,62,DAL,Mavericks,Western,Southwest,Dallas,Texas,87,81,A,6,win,40,51 W 11 L,0.823
cht_2037_63,2037,63,PHI,76ers,Eastern,Atlantic,Charlotte,North Carolina,111,85,H,26,win,41,52 W 11 L,0.825
cht_2037_64,2037,64,NYK,Knicks,Eastern,Atlantic,Charlotte,North Carolina,109,115,H,-6,loss,40,52 W 12 L,0.812
cht_2037_65,2037,65,GSW,Warriors,Western,Pacific,Charlotte,North Carolina,139,107,H,32,win,41,53 W 12 L,0.815
cht_2037_66,2037,66,SAC,Kings,Western,Pacific,Sacramento,California,94,105,A,-11,loss,40,53 W 13 L,0.803
cht_2037_67,2037,67,DAL,Mavericks,Western,Southwest,Charlotte,North Carolina,124,108,H,16,win,41,54 W 13 L,0.806
