game_id,season,game,opp_id,opp_name,home_away,team_score,opp_score,conference,division,city,state,margin,win_loss,games_above_500,record,percentage
nas_2024_1,2024,1,BOS,Celtics,H,137,104,Eastern,Atlantic,Nashville,Tennessee,33,win,1,1 W 0 L,1.0
nas_2024_2,2024,2,LOU,Liberty,A,111,92,Eastern,Central,Louisville,Kentucky,19,win,2,2 W 0 L,1.0
nas_2024_3,2024,3,DAL,Mavericks,H,141,110,Western,Southwest,Nashville,Tennessee,31,win,3,3 W 0 L,1.0
nas_2024_4,2024,4,OKC,Thunder,A,119,124,Western,Southwest,Oklahoma City,Oklahoma,-5,loss,2,3 W 1 L,0.75
nas_2024_5,2024,5,LOU,Liberty,A,92,100,Eastern,Central,Louisville,Kentucky,-8,loss,1,3 W 2 L,0.6
nas_2024_6,2024,6,LAC,Clippers,A,120,97,Western,Pacific,Los Angeles,California,23,win,2,4 W 2 L,0.667
nas_2024_7,2024,7,GSW,Warriors,A,110,108,Western,Pacific,San Francisco,California,2,win,3,5 W 2 L,0.714
nas_2024_8,2024,8,CHA,Hornets,H,100,102,Eastern,Southeast,Nashville,Tennessee,-2,loss,2,5 W 3 L,0.625
nas_2024_9,2024,9,HOU,Rockets,H,118,97,Western,Southwest,Nashville,Tennessee,21,win,3,6 W 3 L,0.667
nas_2024_10,2024,10,CLE,Cavaliers,A,111,91,Eastern,Central,Cleveland,Ohio,20,win,4,7 W 3 L,0.7
nas_2024_11,2024,11,CHI,Bulls,A,109,113,Eastern,Central,Chicago,Illinois,-4,loss,3,7 W 4 L,0.636
nas_2024_12,2024,12,UTA,Jazz,H,106,102,Western,Pacific,Nashville,Tennessee,4,win,4,8 W 4 L,0.667
nas_2024_13,2024,13,TOR,Raptors,A,139,83,Eastern,Atlantic,Toronto,Canada,56,win,5,9 W 4 L,0.692
nas_2024_14,2024,14,VIR,Storm,A,110,91,Eastern,Southeast,Richmond,Virginia,19,win,6,10 W 4 L,0.714
nas_2024_15,2024,15,LAL,Lakers,A,112,85,Western,Pacific,Los Angeles,California,27,win,7,11 W 4 L,0.733
nas_2024_16,2024,16,LAC,Clippers,H,112,101,Western,Pacific,Nashville,Tennessee,11,win,8,12 W 4 L,0.75
nas_2024_17,2024,17,DEN,Nuggets,H,113,116,Western,Northwest,Nashville,Tennessee,-3,loss,7,12 W 5 L,0.706
nas_2024_18,2024,18,DET,Pistons,A,103,96,Eastern,Central,Detroit,Michigan,7,win,8,13 W 5 L,0.722
nas_2024_19,2024,19,CHI,Bulls,H,117,122,Eastern,Central,Nashville,Tennessee,-5,loss,7,13 W 6 L,0.684
nas_2024_20,2024,20,SAN,Spurs,A,118,93,Western,Southwest,San Antonio,Texas,25,win,8,14 W 6 L,0.7
nas_2024_21,2024,21,MEM,Grizzlies,H,130,107,Western,Southwest,Nashville,Tennessee,23,win,9,15 W 6 L,0.714
nas_2024_22,2024,22,TOR,Raptors,H,107,101,Eastern,Atlantic,Nashville,Tennessee,6,win,10,16 W 6 L,0.727
nas_2024_23,2024,23,HOU,Rockets,A,132,102,Western,Southwest,Houston,Texas,30,win,11,17 W 6 L,0.739
nas_2024_24,2024,24,SAN,Spurs,H,114,95,Western,Southwest,Nashville,Tennessee,19,win,12,18 W 6 L,0.75
nas_2024_25,2024,25,IND,Pacers,A,121,102,Eastern,Central,Indianapolis,Indiana,19,win,13,19 W 6 L,0.76
nas_2024_26,2024,26,DET,Pistons,H,112,93,Eastern,Central,Nashville,Tennessee,19,win,14,20 W 6 L,0.769
nas_2024_27,2024,27,MIL,Bucks,H,151,140,Western,Northwest,Nashville,Tennessee,11,win,15,21 W 6 L,0.778
nas_2024_28,2024,28,ATL,Hawks,H,129,103,Eastern,Southeast,Nashville,Tennessee,26,win,16,22 W 6 L,0.786
nas_2024_29,2024,29,STL,Sound,H,129,92,Western,Northwest,Nashville,Tennessee,37,win,17,23 W 6 L,0.793
