game_id,season,game,opp_id,opp_name,conference,division,city,state,talons_score,opp_score,home_away,margin,win_loss,games_above_500,record,percentage
cht_2035_1,2035,1,UTA,Jazz,Western,Pacific,Salt Lake City,Utah,129,93,A,36,win,1,1 W 0 L,1.0
cht_2035_2,2035,2,DAL,Mavericks,Western,Southwest,Dallas,Texas,111,92,A,19,win,2,2 W 0 L,1.0
cht_2035_3,2035,3,BAL,Barons,Eastern,Atlantic,Charlotte,North Carolina,107,125,H,-18,loss,1,2 W 1 L,0.667
cht_2035_4,2035,4,NOLA,Pelicans,Western,Southwest,Charlotte,North Carolina,125,85,H,40,win,2,3 W 1 L,0.75
cht_2035_5,2035,5,BKN,Nets,Eastern,Atlantic,Brooklyn,New York,92,91,A,1,win,3,4 W 1 L,0.8
cht_2035_6,2035,6,MEM,Grizzlies,Western,Southwest,Charlotte,North Carolina,112,104,H,8,win,4,5 W 1 L,0.833
cht_2035_7,2035,7,ATL,Hawks,Eastern,Southeast,Atlanta,Georgia,98,112,A,-14,loss,3,5 W 2 L,0.714
cht_2035_8,2035,8,STL,Sound,Western,Northwest,Charlotte,North Carolina,113,75,H,38,win,4,6 W 2 L,0.75
cht_2035_9,2035,9,CHA,Hornets,Eastern,Southeast,Charlotte,North Carolina,115,97,H,18,win,5,7 W 2 L,0.778
cht_2035_10,2035,10,BOS,Celtics,Eastern,Atlantic,Boston,Massachusetts,106,112,A,-6,loss,4,7 W 3 L,0.7
cht_2035_11,2035,11,VIR,Storm,Eastern,Southeast,Charlotte,North Carolina,102,90,H,12,win,5,8 W 3 L,0.727
cht_2035_12,2035,12,NAS,Stars,Eastern,Central,Nashville,Tennessee,101,84,A,17,win,6,9 W 3 L,0.75
cht_2035_13,2035,13,NOLA,Pelicans,Western,Southwest,New Orleans,Louisiana,108,96,A,12,win,7,10 W 3 L,0.769
cht_2035_14,2035,14,MIA,Heat,Eastern,Southeast,Charlotte,North Carolina,110,104,H,6,win,8,11 W 3 L,0.786
