game_id,season,game,opp_id,opp_name,home_away,team_score,opp_score,conference,division,city,state,margin,win_loss,games_above_500,record,percentage
nas_2027_1,2027,1,MIL,Bucks,H,107,112,Western,Northwest,Nashville,Tennessee,-5,loss,0,0 W 1 L,0.0
nas_2027_2,2027,2,STL,Sound,A,130,122,Western,Northwest,St. Louis,Missouri,8,win,0,1 W 1 L,0.5
nas_2027_3,2027,3,VIR,Storm,A,144,105,Eastern,Southeast,Richmond,Virginia,39,win,1,2 W 1 L,0.667
nas_2027_4,2027,4,MEM,Grizzlies,H,121,101,Western,Southwest,Nashville,Tennessee,20,win,2,3 W 1 L,0.75
nas_2027_5,2027,5,HOU,Rockets,H,138,100,Western,Southwest,Nashville,Tennessee,38,win,3,4 W 1 L,0.8
nas_2027_6,2027,6,CHI,Bulls,H,130,99,Eastern,Central,Nashville,Tennessee,31,win,4,5 W 1 L,0.833
nas_2027_7,2027,7,ATL,Hawks,A,82,86,Eastern,Southeast,Atlanta,Georgia,-4,loss,3,5 W 2 L,0.714
nas_2027_8,2027,8,NYK,Knicks,H,128,110,Eastern,Atlantic,Nashville,Tennessee,18,win,4,6 W 2 L,0.75
nas_2027_9,2027,9,ORL,Magic,H,135,100,Eastern,Southeast,Nashville,Tennessee,35,win,5,7 W 2 L,0.778
nas_2027_10,2027,10,PHI,76ers,A,133,99,Eastern,Atlantic,Philadelphia,Pennsylvania,34,win,6,8 W 2 L,0.8
nas_2027_11,2027,11,BAL,Barons,A,129,74,Eastern,Atlantic,Baltimore,Maryland,55,win,7,9 W 2 L,0.818
nas_2027_12,2027,12,PHX,Suns,A,120,91,Western,Pacific,Phoenix,Arizona,29,win,8,10 W 2 L,0.833
nas_2027_13,2027,13,CHA,Hornets,H,110,118,Eastern,Southeast,Nashville,Tennessee,-8,loss,7,10 W 3 L,0.769
nas_2027_14,2027,14,MIA,Heat,A,126,125,Eastern,Southeast,Miami,Florida,1,win,8,11 W 3 L,0.786
nas_2027_15,2027,15,IND,Pacers,A,111,122,Eastern,Central,Indianapolis,Indiana,-11,loss,7,11 W 4 L,0.733
nas_2027_16,2027,16,LOU,Liberty,A,112,88,Eastern,Central,Louisville,Kentucky,24,win,8,12 W 4 L,0.75
