game_id,season,game,opp_id,opp_name,conference,division,city,state,talons_score,opp_score,home_away,margin,win_loss,games_above_500,record,percentage
cht_2033_1,2033,1,LAL,Lakers,Western,Pacific,Los Angeles,California,130,84,A,46,win,1,1 W 0 L,1.0
cht_2033_2,2033,2,VIR,Storm,Eastern,Southeast,Richmond,Virginia,120,117,A,3,win,2,2 W 0 L,1.0
cht_2033_3,2033,3,VIR,Storm,Eastern,Southeast,Charlotte,North Carolina,120,66,H,54,win,3,3 W 0 L,1.0
cht_2033_4,2033,4,HOU,Rockets,Western,Southwest,Charlotte,North Carolina,101,93,H,8,win,4,4 W 0 L,1.0
cht_2033_5,2033,5,MIA,Heat,Eastern,Southeast,Miami,Florida,97,77,A,20,win,5,5 W 0 L,1.0
cht_2033_6,2033,6,GSW,Warriors,Western,Pacific,Charlotte,North Carolina,96,83,H,13,win,6,6 W 0 L,1.0
cht_2033_7,2033,7,LAC,Clippers,Western,Pacific,Los Angeles,California,111,75,A,36,win,7,7 W 0 L,1.0
cht_2033_8,2033,8,POR,Blazers,Western,Northwest,Charlotte,North Carolina,103,100,H,3,win,8,8 W 0 L,1.0
cht_2033_9,2033,9,MIA,Heat,Eastern,Southeast,Miami,Florida,107,91,A,16,win,9,9 W 0 L,1.0
cht_2033_10,2033,10,BKN,Nets,Eastern,Atlantic,Charlotte,North Carolina,107,76,H,31,win,10,10 W 0 L,1.0
cht_2033_11,2033,11,DET,Pistons,Eastern,Central,Detroit,Michigan,124,101,A,23,win,11,11 W 0 L,1.0
cht_2033_12,2033,12,PHI,76ers,Eastern,Atlantic,Philadelphia,Pennsylvania,135,106,A,29,win,12,12 W 0 L,1.0
cht_2033_13,2033,13,BAL,Barons,Eastern,Atlantic,Charlotte,North Carolina,112,93,H,19,win,13,13 W 0 L,1.0
cht_2033_14,2033,14,DAL,Mavericks,Western,Southwest,Dallas,Texas,106,87,A,19,win,14,14 W 0 L,1.0
cht_2033_15,2033,15,UTA,Jazz,Western,Pacific,Charlotte,North Carolina,91,82,H,9,win,15,15 W 0 L,1.0
cht_2033_16,2033,16,LAL,Lakers,Western,Pacific,Charlotte,North Carolina,133,98,H,35,win,16,16 W 0 L,1.0
cht_2033_17,2033,17,NAS,Stars,Eastern,Central,Charlotte,North Carolina,133,100,H,33,win,17,17 W 0 L,1.0
cht_2033_18,2033,18,PHX,Suns,Western,Pacific,Charlotte,North Carolina,128,106,H,22,win,18,18 W 0 L,1.0
cht_2033_19,2033,19,SAC,Kings,Western,Pacific,Sacramento,California,134,98,A,36,win,19,19 W 0 L,1.0
cht_2033_20,2033,20,ORL,Magic,Eastern,Southeast,Orlando,Florida,109,83,A,26,win,20,20 W 0 L,1.0
cht_2033_21,2033,21,ATL,Hawks,Eastern,Southeast,Charlotte,North Carolina,115,71,H,44,win,21,21 W 0 L,1.0
cht_2033_22,2033,22,PHI,76ers,Eastern,Atlantic,Charlotte,North Carolina,110,76,H,34,win,22,22 W 0 L,1.0
cht_2033_23,2033,23,IND,Pacers,Eastern,Central,Indianapolis,Indiana,104,97,A,7,win,23,23 W 0 L,1.0
cht_2033_24,2033,24,STL,Sound,Western,Northwest,St. Louis,Missouri,114,92,A,22,win,24,24 W 0 L,1.0
cht_2033_25,2033,25,SAS,Spurs,Western,Southwest,San Antonio,Texas,107,95,A,12,win,25,25 W 0 L,1.0
