game_id,season,game,opp_id,opp_name,conference,division,city,state,talons_score,opp_score,home_away,margin,win_loss,games_above_500,record,percentage
cht_2031_1,2031,1,PHI,76ers,Eastern,Atlantic,Philadelphia,Pennsylvania,114,116,A,-2,loss,0,0 W 1 L,0.0
cht_2031_2,2031,2,MIA,Heat,Eastern,Southeast,Charlotte,North Carolina,120,63,H,57,win,0,1 W 1 L,0.5
cht_2031_3,2031,3,CHA,Hornets,Eastern,Southeast,Charlotte,North Carolina,98,81,H,17,win,1,2 W 1 L,0.667
cht_2031_4,2031,4,MEM,Grizzlies,Western,Southwest,Memphis,Tennessee,115,85,A,30,win,2,3 W 1 L,0.75
cht_2031_5,2031,5,LAC,Clippers,Western,Pacific,Charlotte,North Carolina,118,117,H,1,win,3,4 W 1 L,0.8
cht_2031_6,2031,6,OKC,Thunder,Western,Southwest,Oklahoma City,Oklahoma,99,98,A,1,win,4,5 W 1 L,0.833
cht_2031_7,2031,7,SAC,Kings,Western,Pacific,Charlotte,North Carolina,126,104,H,22,win,5,6 W 1 L,0.857
cht_2031_8,2031,8,VIR,Storm,Eastern,Southeast,Richmond,Virginia,103,109,A,-6,loss,4,6 W 2 L,0.75
cht_2031_9,2031,9,ATL,Hawks,Eastern,Southeast,Charlotte,North Carolina,126,100,H,26,win,5,7 W 2 L,0.778
cht_2031_10,2031,10,CHA,Hornets,Eastern,Southeast,Charlotte,North Carolina,120,117,A,3,win,6,8 W 2 L,0.8
cht_2031_11,2031,11,UTA,Jazz,Western,Pacific,Charlotte,North Carolina,98,93,H,5,win,7,9 W 2 L,0.818
cht_2031_12,2031,12,GSW,Warriors,Western,Pacific,San Francisco,California,121,97,A,24,win,8,10 W 2 L,0.833
cht_2031_13,2031,13,CHA,Hornets,Eastern,Southeast,Charlotte,North Carolina,109,100,H,9,win,9,11 W 2 L,0.846
cht_2031_14,2031,14,ATL,Hawks,Eastern,Southeast,Atlanta,Georgia,117,110,A,7,win,10,12 W 2 L,0.857
cht_2031_15,2031,15,UTA,Jazz,Western,Pacific,Salt Lake City,Utah,136,113,A,23,win,11,13 W 2 L,0.867
cht_2031_16,2031,16,CHA,Hornets,Eastern,Southeast,Charlotte,North Carolina,108,94,A,14,win,12,14 W 2 L,0.875
cht_2031_17,2031,17,CLE,Cavaliers,Eastern,Central,Cleveland,Ohio,115,110,A,5,win,13,15 W 2 L,0.882
cht_2031_18,2031,18,KCK,Knights,Western,Northwest,Kansas City,Missouri,121,105,A,16,win,14,16 W 2 L,0.889
cht_2031_19,2031,19,CLE,Cavaliers,Eastern,Central,Charlotte,North Carolina,109,100,H,9,win,15,17 W 2 L,0.895
cht_2031_20,2031,20,STL,Sound,Western,Northwest,St. Louis,Missouri,99,81,A,18,win,16,18 W 2 L,0.9
cht_2031_21,2031,21,PHI,76ers,Eastern,Atlantic,Charlotte,North Carolina,116,63,H,53,win,17,19 W 2 L,0.905
cht_2031_22,2031,22,SAS,Spurs,Western,Southwest,San Antonio,Texas,116,88,A,28,win,18,20 W 2 L,0.909
cht_2031_23,2031,23,BOS,Celtics,Eastern,Atlantic,Charlotte,North Carolina,122,94,H,28,win,19,21 W 2 L,0.913
cht_2031_24,2031,24,SAS,Spurs,Western,Southwest,Charlotte,North Carolina,134,75,H,59,win,20,22 W 2 L,0.917
cht_2031_25,2031,25,NYK,Knicks,Eastern,Atlantic,New York City,New York,97,98,A,-1,loss,19,22 W 3 L,0.88
cht_2031_26,2031,26,MIN,Timberwolves,Western,Northwest,Minnenapolis,Minnesota,92,100,A,-8,loss,18,22 W 4 L,0.846
cht_2031_27,2031,27,BKN,Nets,Eastern,Atlantic,Charlotte,North Carolina,126,87,H,39,win,19,23 W 4 L,0.852
cht_2031_28,2031,28,MIA,Heat,Eastern,Southeast,Miami,Florida,86,91,A,-5,loss,18,23 W 5 L,0.821
cht_2031_29,2031,29,MIN,Timberwolves,Western,Northwest,Charlotte,North Carolina,116,92,H,24,win,19,24 W 5 L,0.828
cht_2031_30,2031,30,MIA,Heat,Eastern,Southeast,Miami,Florida,114,95,A,19,win,20,25 W 5 L,0.833
cht_2031_31,2031,31,ORL,Magic,Eastern,Southeast,Orlando,Florida,98,105,A,-7,loss,19,25 W 6 L,0.806
